oiuytre,3
ben,70
gamer,43
pete,28
ertyu,6
,9
,9
,0
,12
,20
,22
,25
,21
,28
,24
,40
,5
,21
,23
,28
,14
,38
,1
,2
,27
,40
,40
,45
,36
,19
,8
,29
,38
bro,18
,31
,0
,41
Ben,46
,29
,13
,36
,25
Ben,40
,500
,500
,4900
,1500
,29
,48
,36
,37
,1
jb,45
ben,49
,39
,52
,25
,42
,36
,36
,6
,9
,26
,21
,13
,21
,31
,35
,41
,21
,37
,39
,41
,67
,32
,66
,40
,66
,40
,82
,40
,29
